#,Group,Public ID,현재 제목,Engine,Level,핵심 옵션,SIGNAL,SELECT,MOVE,Family,Status,문제 요약,Root Mechanic,Variant,Evidence File,Recommended Next Action,Live CMS,CMS Match,Thumbnail,Guide Video,Asset Match,Backward Compatibility,Duplicate Type,Final Risk,Audit Confidence
40,simon,simon-mixed-gallery-exp,사이먼 이펙트 · 랜덤 테마 · 보통,simon,3,simonPoleCount=1 all variant slides,SIGNAL: 극단에 테마 이미지(색 매핑) 1개.,SELECT: 위치가 아니라 이미지 색.,MOVE: 해당 색 패드로 이동.,simon-mixed,PASS,L3 themed shapes.,simon-theme,count=1,createSimonSignalGenerator L3,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/simon-mixed-gallery-exp/thumbnail.webp,HTTPS_URL https://youtu.be/aG79O6Enhyk | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,NO,VARIANT,P2,MEDIUM
41,simon,simon-random-hard-skeleton,사이먼 이펙트 · 랜덤 테마 · 어려움,simon,3,simonPoleCount=2,SIGNAL: 극단 테마 이미지 2개.,SELECT: 각 이미지 색.,MOVE: 해당 색 패드들.,simon-mixed,WARN,세션 overlay 교차.,simon-theme,count=2,expansion,이중 채널,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/simon-random-hard-skeleton/thumbnail.webp,HTTPS_URL https://youtu.be/t-hYN8o-K5c | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,NO,VARIANT,P1,MEDIUM
42,simon,simon-camouflage-center-skeleton,사이먼 이펙트 · 카모플라쥬 · 보통,simon,4,camouflagePlacement=center IGNORED,SIGNAL: 노이즈 후 위장 도형이 드러남. MASTER는 극단(variant) 배치로 고정.,SELECT: 드러난 도형 색.,MOVE: 해당 색 패드로 반응.,simon-mixed,FAIL,Player가 variant 고정. 썸네일은 중앙 별. CMS는 넓은 시야(PARTIAL). blackout과 EFFECTIVE DUPLICATE.,simon-camo,advertised-center,EngineRouter.tsx simon L4,NEW PRESET 중앙 + 기존 ID HOLD,PRESENT published (published),PARTIAL MATCH,PRESENT spokedu-master/spomove-thumbnails/simon-camouflage-center-skeleton/thumbnail.webp,HTTPS_URL https://youtu.be/6gzfRbS6jng | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,MISMATCH,YES — 저장된 ID는 center를 뜻하지만 Session lookup 후 Player가 variant로 실행한다.,EFFECTIVE DUPLICATE / COLLISION,P0,HIGH
43,simon,visual-reaction-blackout-37,사이먼 이펙트 · 카모플라쥬 · 어려움,simon,4,camouflagePlacement=variant cue=5s,SIGNAL: 노이즈 속 위장 도형이 극단에 드러남.,SELECT: 도형 색.,MOVE: 해당 색 패드로 반응.,visual-blackout,WARN,실행은 설명과 맞음. ID가 visual-reaction. Family visual-blackout. 센터 ID와 TRUE DUPLICATE 후보. 기본 concurrent=1이라 카탈로그 어려움이 동시2개가 아님.,simon-camo,edge+longer-cue,EngineRouter + CamouflageReactionTraining.tsx,ID 정리 / 어려움=concurrent 여부 PO,PRESENT published (published),PARTIAL MATCH,PRESENT spokedu-master/spomove-thumbnails/visual-reaction-blackout-37/thumbnail.webp,HTTPS_URL https://youtu.be/oepMrjHYaHQ | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — visual-reaction ID가 simon 카모(극단)로 lookup된다.,EFFECTIVE DUPLICATE / COLLISION,P1,MEDIUM
44,flanker,flanker-uniform-07,화살표 · 보통 (좌우),flanker,5,flankerArrowMode=lr (canonical; source was L1),SIGNAL: 가로 5개 흰 화살표. 가운데가 목표.,SELECT: 주변 무시. 가운데 화살표 좌/우.,MOVE: 해당 방향 패드로 이동.,flanker-uniform,WARN,현재 제목=런타임. 원본 description은 Uniform 원. Family=flanker-uniform. 과거 세션은 동일원 게임이었을 수 있음.,flanker-arrow-lr,canonical remap,withCanonicalFlankerCatalog + signals.ts L5,NEW PRESET 권장; 설명 정합; Family=flanker-arrow,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-uniform-07/thumbnail.webp,NONE,MATCH,YES — 동일 ID의 engine/level 의미가 Uniform 원에서 화살표 L5로 변경됨.,DISTINCT,P1,HIGH
45,flanker,flanker-arrow-udlr-exp,화살표 · 어려움 (상하좌우),flanker,5,flankerArrowMode=udlr,SIGNAL: 5개 화살표 상하좌우 풀.,SELECT: 가운데 방향만.,MOVE: 해당 방향 패드.,flanker-arrow,PASS,expansion 설명과 canonical L5 일치.,flanker-arrow-udlr,base,signals.ts L5 udlr,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-arrow-udlr-exp/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,NO,DISTINCT,P2,MEDIUM
46,flanker,flanker-theme-color-skeleton,랜덤 자극 · 색상,flanker,2,theme=color (canonical; source L6),SIGNAL: 다섯 색 원. 가운데 목표.,SELECT: 가운데 원 색. 주변 원 무시.,MOVE: 해당 색 패드.,flanker-theme,WARN,L6와 L2 시그널이 유사. 설명은 expansion 잔여 가능.,flanker-theme-row,theme=color,signals.ts flanker L2,Metadata only,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-theme-color-skeleton/thumbnail.webp,HTTPS_URL https://youtu.be/r0z76Q5IOz0 | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — L6→L2 재매핑.,VARIANT,P1,MEDIUM
47,flanker,flanker-theme-06,랜덤 자극 · 과일,flanker,2,theme=fruit,SIGNAL: 다섯 원 안 과일 이미지.,SELECT: 가운데 이미지 색.,MOVE: 해당 색 패드.,flanker-theme,WARN,원본 L6 테마플랭커. 현재 L2.,flanker-theme-row,theme=fruit,withCanonicalFlankerCatalog,Metadata only,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-theme-06/thumbnail.webp,HTTPS_URL https://youtu.be/zgJyTDpKczM | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — 테마 플랭커 L6가 L2로 재매핑됨(메커니즘 유사).,VARIANT,P1,MEDIUM
48,flanker,flanker-theme-animal-skeleton,랜덤 자극 · 동물,flanker,2,theme=animal,SIGNAL: 다섯 원 동물 이미지.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-theme,WARN,theme variant. Live CMS는 현행 Runtime과 대체로 MATCH. 잔여 P1(Family/ID 재사용/세션 호환).,flanker-theme-row,theme=animal,expansion,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-theme-animal-skeleton/thumbnail.webp,HTTPS_URL https://youtu.be/A8agEEsh5KE | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — L6→L2 재매핑.,VARIANT,P1,MEDIUM
49,flanker,flanker-theme-food-skeleton,랜덤 자극 · 음식,flanker,2,theme=food,SIGNAL: 다섯 원 음식 이미지.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-theme,WARN,theme variant. Live CMS는 현행 Runtime과 대체로 MATCH. 잔여 P1(Family/ID 재사용/세션 호환).,flanker-theme-row,theme=food,expansion,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-theme-food-skeleton/thumbnail.webp,HTTPS_URL https://youtu.be/yfmBs5Qbs7I | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — L6→L2 재매핑.,VARIANT,P1,MEDIUM
50,flanker,flanker-theme-nature-skeleton,랜덤 자극 · 자연,flanker,2,theme=nature,SIGNAL: 다섯 원 자연 이미지.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-theme,WARN,theme variant. Live CMS는 현행 Runtime과 대체로 MATCH. 잔여 P1(Family/ID 재사용/세션 호환).,flanker-theme-row,theme=nature,expansion,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-theme-nature-skeleton/thumbnail.webp,HTTPS_URL https://youtu.be/S6ep82VMf7k | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — L6→L2 재매핑.,VARIANT,P1,MEDIUM
51,flanker,flanker-theme-vehicle-skeleton,랜덤 자극 · 탈 것,flanker,2,theme=vehicle,SIGNAL: 다섯 원 탈것 이미지.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-theme,WARN,theme variant. Live CMS는 현행 Runtime과 대체로 MATCH. 잔여 P1(Family/ID 재사용/세션 호환).,flanker-theme-row,theme=vehicle,expansion,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-theme-vehicle-skeleton/thumbnail.webp,HTTPS_URL https://youtu.be/CwwWy8gU6Dw | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — L6→L2 재매핑.,VARIANT,P1,MEDIUM
52,flanker,flanker-theme-mix-skeleton,랜덤 자극 · 믹스,flanker,2,theme=mix,SIGNAL: 다섯 원 믹스 이미지.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-theme,WARN,theme variant. Live CMS는 현행 Runtime과 대체로 MATCH. 잔여 P1(Family/ID 재사용/세션 호환).,flanker-theme-row,theme=mix,expansion,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-theme-mix-skeleton/thumbnail.webp,HTTPS_URL https://youtu.be/bNW_6wkWeKc | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — L6→L2 재매핑.,VARIANT,P1,MEDIUM
53,flanker,flanker-nested-circles-04,극단 · 색상,flanker,3,extremeMode=theme theme=color (was nested L4),SIGNAL: 크기 극단인 다섯 색 원. 가운데가 목표.,SELECT: 가운데 원 색(동심원 안쪽이 아님).,MOVE: 해당 색 패드.,flanker-nested,WARN,ID는 원속의원. 런타임 L3 극단 색. Family=flanker-nested. 동심원 메커니즘 공개 목록에서 사라짐.,flanker-extreme-theme,theme=color,signals.ts L3 vs L4 nested,NEW PRESET nested; 이 ID HOLD 또는 설명 전면 교체,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-nested-circles-04/thumbnail.webp,NONE,MATCH,YES — 동심원 L4에서 극단 색상 L3로 변경됨.,VARIANT,P1,HIGH
54,flanker,flanker-random-43,극단 · 과일,flanker,3,extremeMode=theme theme=fruit (was L2 random),SIGNAL: 극단 크기 다섯 원+과일 이미지.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-random,WARN,ID 재사용. Family=flanker-random.,flanker-extreme-theme,theme=fruit,withCanonicalFlankerCatalog,NEW PRESET / HOLD 옛 의미,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-random-43/thumbnail.webp,HTTPS_URL https://youtu.be/aHcsgIOclOU | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,YES — 랜덤 원 L2에서 극단 과일 L3로 변경됨.,VARIANT,P1,MEDIUM
55,flanker,flanker-5circle-46,극단 · 동물,flanker,3,extremeMode=theme theme=animal,SIGNAL: 극단 크기 다섯 원+동물.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-5circle,WARN,원본도 L3 극단이었으나 테마가 동물로 고정. Family=flanker-5circle.,flanker-extreme-theme,theme=animal,canonical catalog,Metadata / Family,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-5circle-46/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,YES — 극단 원 일반에서 극단 동물 테마로 변경됨.,VARIANT,P1,MEDIUM
56,flanker,flanker-arrow-05,극단 · 음식,flanker,3,extremeMode=theme theme=food (was arrow L5),SIGNAL: 극단 크기 다섯 원+음식 이미지.,SELECT: 가운데 색(화살표 아님).,MOVE: 해당 색 패드.,flanker-arrow,WARN,ID·Family는 화살표. 런타임은 음식 극단 원.,flanker-extreme-theme,theme=food,canonical + signals L3,NEW PRESET 화살표 유지 시 별 ID,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-arrow-05/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,YES — 화살표 플랭커에서 극단 음식 테마로 변경됨.,VARIANT,P1,MEDIUM
57,flanker,flanker-uniform-number-exp,극단 · 자연,flanker,3,extremeMode=theme theme=nature (was number L1),SIGNAL: 극단 크기 다섯 원+자연 이미지.,SELECT: 가운데 색(숫자 아님).,MOVE: 해당 색 패드.,flanker-uniform,WARN,숫자 플랭커 공개 소멸. expansion 설명은 숫자.,flanker-extreme-theme,theme=nature,canonical forces stimulusType color,NEW PRESET number; 이 ID HOLD,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-uniform-number-exp/thumbnail.webp,NONE,MATCH,YES — 숫자 Uniform에서 극단 자연 테마로 변경됨.,VARIANT,P1,HIGH
58,flanker,flanker-random-number-exp,극단 · 탈 것,flanker,3,extremeMode=theme theme=vehicle (was number L2),SIGNAL: 극단 크기 탈것 이미지 원.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-random,WARN,숫자→탈것.,flanker-extreme-theme,theme=vehicle,canonical,NEW PRESET / HOLD,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-random-number-exp/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,YES — 숫자 Random에서 극단 탈 것으로 변경됨.,VARIANT,P1,MEDIUM
59,flanker,flanker-5circle-number-exp,극단 · 믹스,flanker,3,extremeMode=theme theme=mix (was number L3),SIGNAL: 극단 크기 믹스 이미지 원.,SELECT: 가운데 색.,MOVE: 해당 색 패드.,flanker-5circle,WARN,숫자→믹스.,flanker-extreme-theme,theme=mix,canonical,NEW PRESET / HOLD,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-5circle-number-exp/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,YES — 숫자 극단에서 극단 믹스로 변경됨.,VARIANT,P1,MEDIUM
60,flanker,flanker-extreme-arrow-hard-skeleton,극단 · 화살표 · 어려움,flanker,3,extremeMode=arrow arrowMode=udlr (was L5),SIGNAL: 크기 극단인 다섯 화살표. 가운데 목표.,SELECT: 가운데 화살표 방향.,MOVE: 해당 방향 패드.,flanker-arrow,WARN,L5 일반 화살표에서 L3 극단 화살표로 변경. 현재 제목과 런타임은 맞음.,flanker-extreme-arrow,udlr,signals.ts L3 extremeMode arrow,Metadata; 세션 이력 고지,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/flanker-extreme-arrow-hard-skeleton/thumbnail.webp,NONE,MATCH,YES — 화살표 L5에서 극단 화살표 L3로 변경됨.,DISTINCT,P1,HIGH
61,stroop,stroop-arrow-reverse-08,색상화살표 · 보통 (기본),basic,1,color compass (NOT stroop),SIGNAL: 중앙 방향별 고정색 화살표(반응인지 색상화살표와 동일).,SELECT: 화살표 방향.,MOVE: 해당 방향 색 패드로 이동. 말하기/간섭 없음.,stroop-arrow,FAIL,programGroup=stroop이나 engine=basic L1. 01b와 TRUE DUPLICATE. 실제 stroop L1 화살표 말하기와 다름.,rc-space-direction,misfiled,officialSpomovePresets.ts + signals.ts basic L1,기존 ID HOLD; 스트룹 화살표는 NEW PRESET,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/stroop-arrow-reverse-08/thumbnail.webp,HTTPS_URL https://youtu.be/hUKQl80Yp3I | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,MATCH,YES — 동일 ID가 스트룹이 아니라 basic 색상화살표로 lookup된다.,TRUE DUPLICATE,P0,HIGH
62,stroop,stroop-arrow-bg-47,단어 · 보통 (의미/잉크 전환),stroop,2,none (ID leftover arrow-bg),SIGNAL: 검정 배경에 색 단어. 잉크 색이 의미와 충돌 가능.,SELECT: 매 시행 의미 또는 잉크. 50% 역전.,MOVE: 정답을 말로 한다. 패드 이동 강제 없음.,stroop-word,WARN,CMS 가이드는 단어 스트룹(MATCH). 썸네일은 색배경 화살표(MISMATCH). L3와 TRUE DUPLICATE 쌍.,stroop-word-switch,voice,signals.ts stroop L2/L3,ID HOLD 검토; 움직임 레이어 PO,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/stroop-arrow-bg-47/thumbnail.webp,HTTPS_URL https://youtu.be/S5orM63nLwU | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,MISMATCH,YES — ID는 arrow-bg인데 현재 Official lookup은 단어 스트룹 L2다.,TRUE DUPLICATE,P1,HIGH
63,stroop,stroop-word-reverse-48,단어 · 보통+ (의미/잉크·역전),stroop,3,no extra option vs L2,SIGNAL: L2와 동일(검정 배경 색 단어).,SELECT: L2와 동일(의미/잉크 ± 역전).,MOVE: 말로 답한다.,stroop-word,FAIL,stroopWordDifficulty 미전달. L2와 TRUE DUPLICATE.,stroop-word-switch,false-variant,signals.ts level===2||3,HOLD 또는 실제 난이도 옵션 연결(2단계),PRESENT published (published),PARTIAL MATCH,PRESENT spokedu-master/spomove-thumbnails/stroop-word-reverse-48/thumbnail.png,HTTPS_URL https://youtu.be/Br1Dmf41RYs | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,MATCH,NO,TRUE DUPLICATE,P0,HIGH
64,stroop,stroop-word-bg-49,단어 · 어려움 (배경간섭 추가),stroop,4,stroopWordMode=bg,SIGNAL: 색 단어+잉크+배경색이 서로 다름.,SELECT: 기본 분기는 잉크 색 이름(voice=tc.name).,MOVE: 말로 답한다.,stroop-word,WARN,음성 스트룹. missing 모드는 HOLD 50번.,stroop-word-bg,voice,signals.ts stroop L4,움직임 정의 PO,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/stroop-word-bg-49/thumbnail.webp,HTTPS_URL https://youtu.be/njJaSC2hnVA | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,MATCH,NO,DISTINCT,P1,HIGH
65,sequential-memory,sequential-memory-3color-09,순서 기억 · 쉬움 (3개),spatial,1,MemoryGame L1,SIGNAL: 색 3개가 차례로 점등(1–2.5초 랜덤).,SELECT: 제시 순서.,MOVE: 같은 순서로 색 패드를 재현한다.,sequential-memory,WARN,preset.cueSeconds=3은 L1/L2에서 무시됨. settingSummary의 랜덤은 맞음.,seq-serial,len=3,MemoryGame.tsx colorShowMs,cue 필드 정리,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/sequential-memory-3color-09/thumbnail.png,HTTPS_URL https://youtu.be/Qu--j3hH0Sk | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,NO,VARIANT,P2,MEDIUM
66,sequential-memory,sequential-memory-5color-51,순서 기억 · 보통 (5개),spatial,2,MemoryGame L2,SIGNAL: 색 5개 순차 제시(1–2.5초 랜덤).,SELECT: 제시 순서.,MOVE: 패드로 순서 재현.,sequential-memory,WARN,cueSeconds 미사용(L1/L2).,seq-serial,len=5,MemoryGame.tsx,cue 필드 정리,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/sequential-memory-5color-51/thumbnail.webp,HTTPS_URL https://youtu.be/sTqU_ssXBhE | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,NO,VARIANT,P2,MEDIUM
67,sequential-memory,sequential-memory-10color-52,순서 기억 · 쉬움→보통→어려움 (3~7개),spatial,3,ramp 5 rounds,SIGNAL: 라운드마다 3→7색으로 늘어나는 순차 점등.,SELECT: 해당 라운드 순서.,MOVE: 패드로 재현.,sequential-memory,PASS,speedSec 사용.,seq-ramp,3to7,COLOR_SEQUENCE_RAMP_LENGTHS,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/sequential-memory-10color-52/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,NO,VARIANT,P2,MEDIUM
68,sequential-memory,sequential-memory-custom-10color-exp,순간 기억 · 4x4 그리드 (원샷),spatial,7,grid=4 mode=oneshot ColorMemoryGrid,SIGNAL: 4x4 색 그리드를 외운 뒤 한 칸 색이 바뀐 화면.,SELECT: 바뀐(새) 색.,MOVE: 해당 색 패드로 반응.,sequential-memory,PASS,EngineRouter spatial L7 전달 확인.,seq-grid-oneshot,4x4,ColorMemoryGridReactionTraining.tsx,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/sequential-memory-custom-10color-exp/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,NO,DISTINCT,P2,MEDIUM
69,sequential-memory,sequential-memory-color-number-exp,랜덤 기억 · 어려움 (퀴즈),spatial,4,MemoryGameLevel4,SIGNAL: 색 배경+큰 숫자 10개 순차 부호화 후 5문항 Q&A.,SELECT: 번호↔색 연합.,MOVE: 엔진은 Space/Enter로 문항·정답 공개. 패드 재현 루프 없음.,sequential-memory,FAIL,순차 기억 그룹이나 교사 진행 퀴즈. SPOMOVE 움직임 계약과 충돌.,seq-quiz,teacher-paced,MemoryGameLevel4.tsx,별도 퀴즈 타입 또는 HOLD,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/sequential-memory-color-number-exp/thumbnail.webp,HTTPS_URL https://youtu.be/_Y2cieUDdz4 | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,MATCH,NO,DISTINCT,P0,HIGH
70,sequential-memory,sequential-memory-full-reveal-54,전체 공개 · 어려움,spatial,5,MemoryGameLevel5,SIGNAL: 색+번호 시퀀스 제시 후 대기. Space로 전체 공개.,SELECT: 전체 패턴 기억(화면 공개).,MOVE: VERIFY — 패드 채점 루프가 없고 Space로 reveal/done.,sequential-memory,FAIL,LIVE CMS는 패드 재현을 지시하나 Runtime은 Space 공개/완료. RUNTIME BEHIND CMS.,seq-full-reveal,teacher-paced,MemoryGameLevel5.tsx,실기 VERIFY,PRESENT published (published),MISMATCH,PRESENT spokedu-master/spomove-thumbnails/sequential-memory-full-reveal-54/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,NO,DISTINCT,P0,HIGH
71,dive,dive-standard,DIVE · 기본,flow,1,features punch kick duck reach sequential 20s/stage includeBonus=false,SIGNAL: 스테이지마다 점프·펀치·킥·숙이기·벽 안내(코드는 jump 모듈 기본 포함).,SELECT: 화면이 지시하는 동작.,MOVE: 매트 공간에서 해당 전신 동작 수행(센서 채점 없음).,dive,PASS,FlowEngine. colorGate 없음.,dive-obstacles,sequential,EngineRouter flow + FlowEngine.ts,none,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/dive-standard/thumbnail.webp,HTTPS_URL https://youtu.be/0N-JTIgX3fU | VIDEO CONTENT VERIFY REQUIRED | non-admin signed-url 503 가능,ASSET VERIFY REQUIRED,NO,DISTINCT,P2,MEDIUM
72,dive,dive-color-gate-61,DIVE · 모션 게이트,flow,2,flowFeatures colorGate; EngineRouter adds colorGate if L2,SIGNAL: 빨노초파 색 관문 + 포즈 실루엣(기본 solo-easy: jump kick side-squat lunge-reach star).,SELECT: 관문 색과 요구 포즈.,MOVE: 해당 색 판단과 포즈 수행.,dive,WARN,colorGateVariant는 프리셋에 없고 MemoryGameApp 기본 solo-easy. Session URL에 variant 없음. together 포즈는 세션에서 안 넘어가면 미사용.,dive-color-gate,solo-easy default,colorGateGuides.ts + EngineRouter flow L2,operation/query에 variant 필요하면 2단계,PRESENT published (published),MATCH,PRESENT spokedu-master/spomove-thumbnails/dive-color-gate-61/thumbnail.webp,NONE,ASSET VERIFY REQUIRED,NO,DISTINCT,P1,MEDIUM
